BP;latitud_obs;longitud_obs;direccion;comuna;lat;lon
4653189;-3.344.815;-70.648.531;SERRANO 266;SANTIAGO;-0,334482;-0,706485
4653190;-33.527.676;-70.573.833;GERONIMO DE ALDERETE 1944;LA FLORIDA;-0,335277;-0,705738
4653227;-33.401.338;-70.523.874;CAMINO EL ALBA 10991;LAS CONDES;-0,334013;-0,705239
4653229;-33.427.318;-70.577.682;SANTA ADRIANA 1580;LAS CONDES;-0,334273;-0,705777
4653284;-33.323.122;-70.646.379;AV CHAMISERO 16360;COLINA;-0,333231;-0,706464
4653531;-33.373.792;-70.570.421;LUIS PASTEUR 7419;VITACURA;-0,333738;-0,705704
4653599;-33.367.766;-70.510.407;DAVID BEN GURION 241;LO BARNECHEA;-0,333678;-0,705104
4655701;-33.256.873;-70.628.175;AV PADRE SERGIO CORREA 11503;COLINA;-0,332569;-0,706282
4655863;-33.418.752;-70.561.423;HERNANDO DE MAGALLANES 1191;LAS CONDES;-0,334188;-0,705614
4657912;-33.486.802;-70.647.417;ALCALDE PEDRO ALARCON 932;SAN MIGUEL;-0,334868;-0,706474
4657914;-335.192;-7.056.737;PAICAVI 2880;LA FLORIDA;-3,351920;-0,705674
4657915;-33.370.848;-7.057.658;PARQUE ANTONIO RABAT 6538;VITACURA;-0,333708;-0,705766
4658321;-33.342.866;-70.561.007;AV EL GOLF DE MANQUEHUE 9225;LO BARNECHEA;-0,333429;-0,705610
4658635;-33.533.428;-70.547.843;AROMO DE CASTILLA PONIENTE 8751;LA FLORIDA;-0,335334;-0,705478
4658636;-33.479.946;-70.545.776;AV CONSISTORIAL 2241;PEÑALOLEN;-0,334799;-0,705458
4660724;-33.435.967;-70.599.396;PORTAL 1880;LAS CONDES;-0,334360;-0,705994
4660725;-33.490.035;-70.568.598;AV HACIENDA MACUL 6058;PEÑALOLEN;-0,334900;-0,705686
4662961;-33.388.551;-70.539.821;AV LAS CONDES 9560;LAS CONDES;-0,333886;-0,705398
4663092;-33.406.977;-70.565.792;LOS VIKINGOS 6340;LAS CONDES;-0,334070;-0,705658
4663483;-33.367.345;-70.499.423;AV LAS CONDES 14191;LAS CONDES;-0,333673;-0,704994
4663484;-33.439.893;-7.063.858;HALIMEDA 433;VIÑA DEL MAR;-0,334399;-0,706386
4663485;-33.419.277;-70.567.721;MARTIN ALONSO PINZON 5650;LAS CONDES;-0,334193;-0,705677
4663486;-33.425.798;-70.616.333;PADRE MARIANO 87;PROVIDENCIA;-0,334258;-0,706163
4663662;-33.471.889;-70.609.922;CASTILLO URIZAR 1850;ÑUÑOA;-0,334719;-0,706099
4663665;-3.349.876;-70.655.436;SAN NICOLAS 1171;SAN MIGUEL;-0,334988;-0,706554
4663666;-3.345.222;-70.644.053;AV SANTA ROSA 634;SANTIAGO;-0,334522;-0,706441
4663667;-3.335.393;-70.669.282;ANTUHUENU 7385;HUECHURABA;-0,333539;-0,706693
4663668;-3.359.834;-70.567.665;SOLIDARIDAD 668;PUENTE ALTO;-0,335983;-0,705677
4663669;-33.437.384;-70.661.962;SANTO DOMINGO 1760;SANTIAGO;-0,334374;-0,706620
4663695;-33.355.111;-70.665.438;QUILLAPI 7337;HUECHURABA;-0,333551;-0,706654
4663726;-33.350.023;-70.669.711;PEDRO FONTOVA 7619;HUECHURABA;-0,333500;-0,706697
4663727;-33.481.622;-70.755.941;LA REFORMA 90;MAIPÚ;-0,334816;-0,707559
4663729;-33.662.577;-70.920.151;ANCUD 453;TALAGANTE;-0,336626;-0,709202
4663730;-3.345.122;-70.629.108;GENERAL BUSTAMANTE 730;ÑUÑOA;-0,334512;-0,706291
4663737;-33.438.832;-70.559.105;PRINCIPE DE GALES 7065;LA REINA;-0,334388;-0,705591
4663738;-3.349.961;-7.053.713;JUAN DE DIOS VIAL CORREA 4490;PEÑALOLEN;-0,334996;-0,705371
4663740;-3.343.214;-70.624.629;AV PROVIDENCIA 835;PROVIDENCIA;-0,334321;-0,706246
4663790;-33.424.648;-7.058.513;AV CRISTOBAL COLON 3940;LAS CONDES;-0,334246;-0,705851
4663807;-33.457.743;-70.647.985;PORVENIR 1017;SANTIAGO;-0,334577;-0,706480
4663810;-334.465;-70.602.133;HERNAN CORTES 2794;ÑUÑOA;-3,344650;-0,706021
4663811;-33.422.202;-70.647.647;SANTO DUMONT 750;RECOLETA;-0,334222;-0,706476
4663863;-33.601.309;-7.056.389;AV DOMINGO TOCORNAL 947;PUENTE ALTO;-0,336013;-0,705639
4663865;-33.547.757;-70.771.769;CARONTE 16810;MAIPÚ;-0,335478;-0,707718
4663867;-33.436.943;-70.573.972;AV OSSA 1818;LA REINA;-0,334369;-0,705740
4663868;-3.361.369;-70.557.206;GUAYACAN 341;PUENTE ALTO;-0,336137;-0,705572
4663869;-33.605.722;-70.700.147;INDUSTRIA 1169;SAN BERNARDO;-0,336057;-0,707001
4663871;-33.447.923;-70.700.647;PORTO SEGURO 4761;QUINTA NORMAL;-0,334479;-0,707006
4663913;-33.472.724;-70.589.451;IGNACIO CARRERA PINTO 143;ÑUÑOA;-0,334727;-0,705895
4663914;-33.444.423;-70.604.528;VILLASECA 2385;SANTIAGO;-0,334444;-0,706045
4663916;-33.433.241;-70.595.819;POCURO 2719;PROVIDENCIA;-0,334332;-0,705958
4663918;-33.626.172;-70.635.683;LOS ALAMOS 0;LA PINTANA;-0,336262;-0,706357
4663927;-33.408.237;-70.569.005;O’CONNELL 70;LAS CONDES;-0,334082;-0,705690
4663928;-33.384.281;-70.555.924;MAR JONICO 8075;VITACURA;-0,333843;-0,705559
4664124;-3.354.632;-70.778.727;PSJE. FRANCISCO DE HOCES 16945;MAIPÚ;-0,335463;-0,707787
4664192;-33.486.802;-70.647.417;ALCALDE PEDRO ALARCON 932;SAN MIGUEL;-0,334868;-0,706474
4664193;-33.506.575;-70.611.717;JORGE QUEVEDO 2015;MACUL;-0,335066;-0,706117
4664204;-33.435.779;-70.647.991;SANTO DOMINGO 755;SANTIAGO;-0,334358;-0,706480
4664207;-33.414.244;-70.543.411;RIO GUADIANA 8511;LAS CONDES;-0,334142;-0,705434
4664208;-33.664.859;-70.834.734;PASAJE VILLA LOS FRUTOS 0;TALAGANTE;-0,336649;-0,708347
4664219;-33.450.303;-70.633.692;FRAY CAMILO HENRIQUEZ 650;SANTIAGO;-0,334503;-0,706337
4664452;-33.401.217;-70.553.661;PAUL KLEE 62;LAS CONDES;-0,334012;-0,705537
4664473;-33.510.373;-70.603.139;EXEQUIEL FERNANDEZ 6200;LA FLORIDA;-0,335104;-0,706031
4664585;-33.535.583;-7.078.688;CABO DE HORNOS 618;MAIPÚ;-0,335356;-0,707869
4664586;-33.518.853;-70.664.824;ZURICH SUR 493;SAN MIGUEL;-0,335189;-0,706648
4664590;-3.334.965;-7.068.139;CAMINO DEL ROBLE 1790;HUECHURABA;-0,333497;-0,706814
4664591;-3.342.084;-70.602.677;SAN PIO X 2555;PROVIDENCIA;-0,334208;-0,706027
4664622;-33.455.255;-70.629.483;AV MANUEL ANTONIO MATTA 40;ÑUÑOA;-0,334553;-0,706295
4664624;-33.420.065;-70.571.258;SEBASTIAN EL CANO 1177;LAS CONDES;-0,334201;-0,705713
4664656;-3.350.436;-7.061.027;AV. ESTADIO COLO COLO 2125;MACUL;-0,335044;-0,706103
4664657;-33.438.685;-70.586.209;ELIECER PARADA 1891;ÑUÑOA;-0,334387;-0,705862
4664658;-3.351.893;-70.610.261;PUNTA ARENAS 6900;LA FLORIDA;-0,335189;-0,706103
4664761;-33.384.354;-70.555.905;MAR JONICO 8075;VITACURA;-0,333844;-0,705559
4664826;-33.424.061;-70.611.066;DIEGO DE VELASQUEZ 2071;PROVIDENCIA;-0,334241;-0,706111
4664830;-33.425.008;-70.606.465;AV SUECIA 481;PROVIDENCIA;-0,334250;-0,706065
4664831;-33.434.553;-70.715.448;TRANSITO 5721;QUINTA NORMAL;-0,334346;-0,707154
4664922;-33.486.333;-70.648.672;ALCALDE PEDRO ALARCON 1037;SAN MIGUEL;-0,334863;-0,706487
4664950;-33.391.575;-70.697.394;LOS ACEBOS, 3654 3654;SAN MIGUEL;-0,333916;-0,706974
4665112;-3.359.566;-7.055.777;MERCENARIOS 1375;PUENTE ALTO;-0,335957;-0,705578
4665113;-33.498.727;-70.660.037;LAZO 1360;PUENTE ALTO;-0,334987;-0,706600
4665115;-33.424.068;-70.717.326;LO AMOR 6030;PUENTE ALTO;-0,334241;-0,707173
4665116;-33.471.171;-70.606.065;LOS ALERCES 2660;ÑUÑOA;-0,334712;-0,706061
4665126;-33.420.065;-70.530.177;MARISOL 9456;ÑUÑOA;-0,334201;-0,705302
4665127;-33.443.826;-70.635.881;SAN FRAY CAMILO 166;ÑUÑOA;-0,334438;-0,706359
4665128;-33.538.877;-7.078.992;LOS VILOS 554;ÑUÑOA;-0,335389;-0,707899
4665129;-3.350.607;-70.587.555;AVENIDA SAN LUIS DE MAUL 4355;ÑUÑOA;-0,335061;-0,705876
4665151;-33.450.316;-70.601.556;JOSE LUIS ARANEDA 447;ÑUÑOA;-0,334503;-0,706016
4665243;-33.471.258;-7.073.086;AV LAS TORRES 300;ÑUÑOA;-0,334713;-0,707309
4665244;-33.446.091;-7.055.892;SANTA RITA 855;LAS CONDES;-0,334461;-0,705589
4665245;-33.449.788;-70.613.168;AV MANUEL MONTT 2406;LAS CONDES;-0,334498;-0,706132
4665246;-33.485.274;-70.769.299;LAS CAMELIAS 1800;LAS CONDES;-0,334853;-0,707693
4665247;-33.468.332;-70.529.394;LAS VERTIENTES 9739;LAS CONDES;-0,334683;-0,705294
4665248;-33.393.642;-70.754.558;CIUTAT VELLA 8160;LAS CONDES;-0,333936;-0,707546
4665274;-33.517.336;-70.655.512;FUENZALIDA URREJOLA 269;LAS CONDES;-0,335173;-0,706555
4665275;-33.374.091;-70.830.867;CRUCERO PERALILLO 0;LAMPA;-0,333741;-0,708309
4665276;-33.512.485;-70.607.475;VICUÑA MACKENNA 6197;LA FLORIDA;-0,335125;-0,706075
4665314;-33.435.475;-70.671.889;GARCIA REYES 771;LA FLORIDA;-0,334355;-0,706719
4665315;-33.601.176;-7.085.561;PRESBITERO FELIX ZARAGOZA SESMERO 2053;LA FLORIDA;-0,336012;-0,708556
4665316;-33.512.507;-7.060.746;VICUÑA MACKENNA 6197;LA FLORIDA;-0,335125;-0,706075
4665317;-33.450.204;-7.054.838;PEDRO DE OÑA 74;LA FLORIDA;-0,334502;-0,705484
4665318;-33.496.199;-70.652.103;PEDRO MIRA 1028;LA FLORIDA;-0,334962;-0,706521
4665319;-33.413.819;-70.534.528;PAUL HARRIS SUR 940;LA FLORIDA;-0,334138;-0,705345
4665322;-33.356.787;-70.687.647;LAS HUALAS 6815;LA FLORIDA;-0,333568;-0,706876
4665323;-33.384.179;-70.611.228;RINCONADA EL SALTO 895;HUECHURABA;-0,333842;-0,706112
4665325;-33.401.927;-70.858.664;CAMINO BERNARDO O'HIGGINS 16C;HUECHURABA;-0,334019;-0,708587
4665326;-33.424.981;-70.618.637;ANTONIO BELLET 305;HUECHURABA;-0,334250;-0,706186
4665369;-334.804;-70.542.116;ANTUPIREN 8790;HUECHURABA;-3,348040;-0,705421
4665413;-33.643.628;-70.679.106;EL SENDERO 4893;SAN BERNARDO;-0,336436;-0,706791
4665414;-33.617.676;-70.682.599;CAMINO PADRE HURTADO 17289;SAN BERNARDO;-0,336177;-0,706826
4665415;-33.460.415;-70.702.598;TITAN 4876;ESTACIÓN CENTRAL;-0,334604;-0,707026
4665416;-33.455.036;-70.602.639;LOS TRES ANTONIOS 55;ÑUÑOA;-0,334550;-0,706026
4665738;-33.584.243;-70.585.766;VOLCAN PURRANAO 2875;ÑUÑOA;-0,335842;-0,705858
4665742;-33.411.611;-7.056.661;MANQUEHUE SUR 555;ÑUÑOA;-0,334116;-0,705666
4665745;-33.551.555;-70.566.889;LOS MECENAS 1499;LA FLORIDA;-0,335516;-0,705669
4665789;-33.380.792;-70.724.537;PASAJE GOYA SUR 1532;LA FLORIDA;-0,333808;-0,707245
4665790;-33.397.168;-7.056.547;OSCAR TENHANN 842;LA FLORIDA;-0,333972;-0,705655
4665791;-33.360.483;-7.071.556;LOS AMERICANOS 229;LA FLORIDA;-0,333605;-0,707156
4665793;-3.345.903;-70.762.487;ISLA HERMITE 8772;LA FLORIDA;-0,334590;-0,707625
4665794;-33.479.618;-7.074.178;PASAJE SANTA CRUZ 4718;MAIPÚ;-0,334796;-0,707418
4665795;-33.557.688;-70.629.157;SOFIA CARMONA 91;MAIPÚ;-0,335577;-0,706292
4665796;-33.421.139;-70.539.736;VISVIRI 1300;MAIPÚ;-0,334211;-0,705397
4665797;-33.363.053;-70.511.099;RAUL LABBE 13166;LAS CONDES;-0,333631;-0,705111
4665799;-33.490.912;-70.658.116;SALESIANOS 1400;LAS CONDES;-0,334909;-0,706581
4665801;-33.502.319;-70.747.367;TENIENTE MANUEL ORELLA 868;MACUL;-0,335023;-0,707474
4665803;-335.011;-70.789.453;HACIENDA LO ESPEJO 2990;MACUL;-3,350110;-0,707895
4665804;-33.254.954;-70.879.738;PASAJE ANASTACIO ARAYA 38;MACUL;-0,332550;-0,708797
4665805;-33.473.216;-7.062.214;AVENIDA ZAÑARTU 980;MACUL;-0,334732;-0,706221
4665832;-33.528.443;-70.648.342;PASAJE SICILIA 7815;LAS CONDES;-0,335284;-0,706483
4665833;-33.564.293;-70.596.884;CONCORDIA 4440;LAS CONDES;-0,335643;-0,705969
4665834;-33.642.805;-70.760.324;SANTA INES 4400;LAS CONDES;-0,336428;-0,707603
4665835;-33.558.491;-70.676.672;LO ESPINA 92;LAS CONDES;-0,335585;-0,706767
4665836;-33.492.457;-70.616.856;AV VICUÑA MACKENNA 4192;LAS CONDES;-0,334925;-0,706169
4665837;-33.614.243;-70.678.989;CALLE LA CAPITANIA 1248;SAN BERNARDO;-0,336142;-0,706790
4665838;-33.411.304;-70.709.199;CARMEN LIDIA 5215;SAN BERNARDO;-0,334113;-0,707092
4665839;-33.427.412;-70.706.865;JUJUY 1659;SAN BERNARDO;-0,334274;-0,707069
4665840;-33.434.168;-70.612.489;MATILDE SALAMANCA 910;SAN BERNARDO;-0,334342;-0,706125
4665862;-33.538.596;-70.558.719;SANTA FLORENCIA 3330;SAN BERNARDO;-0,335386;-0,705587
4665863;-33.438.832;-70.559.105;PRINCIPE DE GALES 7065;SAN BERNARDO;-0,334388;-0,705591
4665864;-3.355.527;-7.086.412;HIJUELA LAS PERDICES 4453;PADRE HURTADO;-0,335553;-0,708641
4665868;-33.602.892;-70.560.622;PASAJE 32 668;PADRE HURTADO;-0,336029;-0,705606
4665906;-33.440.907;-70.604.512;WILLIE ARTHUR 2030;PADRE HURTADO;-0,334409;-0,706045
4667873;-33.420.354;-70.582.099;AV AMERICO VESPUCIO SUR 757;LAS CONDES;-0,334204;-0,705821
4667874;-33.411.388;-70.550.038;SANTA MAGDALENA SOFIA 315;LAS CONDES;-0,334114;-0,705500
4670135;-33.493.835;-70.549.344;EL EMBALSE 8600;PEÑALOLEN;-0,334938;-0,705493
4670137;-33.395.767;-70.561.033;GERONIMO DE ALDERETE 885;LAS CONDES;-0,333958;-0,705610
4670138;-33.418.841;-70.592.534;RENATO SANCHEZ 3516;LAS CONDES;-0,334188;-0,705925
4670662;-334.133;-70.602.577;LUZ 2900;LAS CONDES;-3,341330;-0,706026
4670663;-33.444.308;-70.633.837;GENERAL JOFRE 21;SANTIAGO;-0,334443;-0,706338
4672780;-33.421.048;-70.579.745;SORIA 889;LAS CONDES;-0,334210;-0,705797
4672781;-33.417.005;-70.536.781;TONGOY 1082;LAS CONDES;-0,334170;-0,705368
4672812;-33.520.709;-70.686.006;CHIMPANCINGO 8055;LO ESPEJO;-0,335207;-0,706860
4672813;-33.513.278;-7.065.611;AVENIDA CENTENARIO 1056;SAN MIGUEL;-0,335133;-0,706561
4672814;-33.554.671;-70.588.494;VAN GOGH 122;LA FLORIDA;-0,335547;-0,705885
4672815;-33.500.986;-70.521.702;AVENIDA QUILIN 11100;PEÑALOLEN;-0,335010;-0,705217
4672816;-33.416.563;-70.599.496;ROGER DE FLOR 2907;LAS CONDES;-0,334166;-0,705995
4672817;-33.609.669;-70.839.964;MANUEL CASTILLO 1561;PEÑAFLOR;-0,336097;-0,708400
4672819;-33.488.062;-70.648.232;MARÍA AUXILIADORA 975;SAN MIGUEL;-0,334881;-0,706482
4672820;-33.508.197;-70.681.937;PASAJE 44 2756;LO ESPEJO;-0,335082;-0,706819
4672922;-33.438.973;-70.619.176;ALFEREZ REAL 1061;PROVIDENCIA;-0,334390;-0,706192
4672923;-33.460.334;-70.598.291;AV JOSE PEDRO ALESSANDRI 605;ÑUÑOA;-0,334603;-0,705983
4672926;-33.360.344;-70.502.787;GOMEZ 14076;LO BARNECHEA;-0,333603;-0,705028
4672928;-3.344.569;-70.641.178;CURICO 424;SANTIAGO;-0,334457;-0,706412
4672929;-33.612.998;-70.585.683;PUERTO FUY 65;PUENTE ALTO;-0,336130;-0,705857
4672930;-33.412.601;-7.055.943;ARQUITECTO ICTINOS 619;LAS CONDES;-0,334126;-0,705594
4672931;-33.454.841;-70.700.127;CONDE DEL MAULE 4630;ESTACIÓN CENTRAL;-0,334548;-0,707001
4672942;-33.443.649;-70.643.809;MARCOLETA 540;SANTIAGO;-0,334436;-0,706438
4672943;-33.423.606;-70.560.637;LONGOPILLA 1525;LAS CONDES;-0,334236;-0,705606
4673432;-33.450.625;-70.761.299;LOS TULIPEROS NORTE 8812;PUDAHUEL;-0,334506;-0,707613
4673433;-33.351.782;-70.505.115;LOS PRADOS 1923;LO BARNECHEA;-0,333518;-0,705051
4673434;-33.356.535;-70.518.823;ALBERTO LE BLANC 1737;LO BARNECHEA;-0,333565;-0,705188
4674652;-33.437.933;-70.626.866;BERNARDA MORIN 467;PROVIDENCIA;-0,334379;-0,706269
4674654;-33.452.843;-70.573.684;HERIBERTO COVARRUBIAS 30;ÑUÑOA;-0,334528;-0,705737
4677636;-3.342.893;-70.576.585;LATADIA 4321;LAS CONDES;-0,334289;-0,705766
4677638;-33.635.423;-70.762.196;LOS CIRUELOS 19;CALERA DE TANGO;-0,336354;-0,707622
4678489;-33.406.014;-70.511.488;LOS ARRAYANES 2398;LAS CONDES;-0,334060;-0,705115
4678491;-33.406.726;-70.510.796;LOS BELLOTOS 2440;LAS CONDES;-0,334067;-0,705108
4678622;-33.406.977;-70.565.792;LOS VIKINGOS 6340;LAS CONDES;-0,334070;-0,705658
4678623;-33.406.977;-70.565.792;LOS VIKINGOS 6340;LAS CONDES;-0,334070;-0,705658
4678751;-33.523.732;-7.057.441;ESCUADRON 2042;LA FLORIDA;-0,335237;-0,705744
4678820;-3.350.297;-70.660.608;PRIMERA AVENIDA 1399;SAN MIGUEL;-0,335030;-0,706606
4678821;-33.527.128;-70.783.056;IGNACIO GARCIA SILVA 1738;MAIPÚ;-0,335271;-0,707831
4678862;-33.397.066;-70.742.246;ALBERTO VILLAR 1859;RENCA;-0,333971;-0,707422
4678863;-3.351.687;-7.075.491;PASAJE ATAHUALPA 1171;MAIPÚ;-0,335169;-0,707549
4678864;-33.363.664;-70.720.909;AV LO CRUZAT 112;QUILICURA;-0,333637;-0,707209
4678865;-33.486.826;-70.616.476;AV QUILIN 107;MACUL;-0,334868;-0,706165
4678866;-3.346.677;-70.589.612;LIMACHE 124;ÑUÑOA;-0,334668;-0,705896
4678867;-33.550.345;-70.651.357;ESPERANZA 1421;SAN RAMÓN;-0,335503;-0,706514
4678868;-33.386.429;-70.686.962;NUEVA UNO 2560;CONCHALÍ;-0,333864;-0,706870
4678869;-33.539.705;-70.683.267;AV LO ESPEJO 1173;LA CISTERNA;-0,335397;-0,706833
4678870;-33.438.295;-70.679.507;SANTO DOMINGO 3251;SANTIAGO;-0,334383;-0,706795
4678871;-33.435.878;-70.670.768;GENERAL BULNES 749;SANTIAGO;-0,334359;-0,706708
4678892;-3.352.984;-7.078.223;PASAJE LOS TRES ANTONIOS 2054;MAIPÚ;-0,335298;-0,707822
4678895;-3.348.833;-70.756.693;PASAJE SEXTA SINFONIA 273;MAIPÚ;-0,334883;-0,707567
4678896;-3.346.824;-70.644.053;SAN FRANCISCO 1712;SANTIAGO;-0,334682;-0,706441
4678897;-33.484.503;-70.665.814;LAGO COLLICO 3410;PEDRO AGUIRRE CERDA;-0,334845;-0,706658
4678902;-33.491.419;-70.655.592;SALESIANOS 1290;SAN MIGUEL;-0,334914;-0,706556
4678903;-33.401.885;-70.566.178;CERRO LOS AZULES 586;LAS CONDES;-0,334019;-0,705662
4678904;-33.495.432;-70.764.087;YERBAS BUENAS 586;MAIPÚ;-0,334954;-0,707641
4678905;-33.505.868;-7.056.613;LAS BORDADORAS 5694;PEÑALOLEN;-0,335059;-0,705661
4679038;-3.360.225;-708.798;PASAJE CERRO OHIGGINS 2399;PEÑAFLOR;-0,336023;-7,087980
4679039;-33.447.932;-7.066.141;AV EJERCITO LIBERTADOR 75;SANTIAGO;-0,334479;-0,706614
4679040;-33.491.536;-70.643.986;ALVAREZ DE TOLEDO 764;SAN MIGUEL;-0,334915;-0,706440
4679041;-33.426.114;-7.065.791;RIVERA 1370;INDEPENDENCIA;-0,334261;-0,706579
4679131;-33.419.306;-70.657.851;CARRION 1339;INDEPENDENCIA;-0,334193;-0,706579
4679142;-3.342.246;-70.581.719;ALICANTE 920;LAS CONDES;-0,334225;-0,705817
4679143;-33.353.867;-7.068.493;BERTA CORREA 1975;HUECHURABA;-0,333539;-0,706849
4679144;-33.669.012;-70.921.369;LAS TINAJAS 854;TALAGANTE;-0,336690;-0,709214
4679147;-33.815.621;-70.740.328;ARRECIFE 905;PAINE;-0,338156;-0,707403
4679148;-33.452.001;-70.671.996;SAZIE 2565;SANTIAGO;-0,334520;-0,706720
4679149;-33.469.838;-70.626.064;AV DIAGONAL VICUÑA MACKENNA 2004;SANTIAGO;-0,334698;-0,706261
4679151;-33.429.758;-70.615.793;AV ANTONIO VARAS 250;PROVIDENCIA;-0,334298;-0,706158
4679172;-33.536.434;-70.794.412;FRANCISCO FLORES DEL CAMPO 2791;MAIPÚ;-0,335364;-0,707944
4679173;-33.425.787;-70.580.667;VATICANO 4226;LAS CONDES;-0,334258;-0,705807
4679212;-33.565.384;-70.674.432;SAN FLORENCIO 11833;EL BOSQUE;-0,335654;-0,706744
4679213;-33.447.268;-70.539.211;LAMPALAGUA 9000;LA REINA;-0,334473;-0,705392
4679631;-3.342.084;-70.602.677;SAN PIO X 2555;PROVIDENCIA;-0,334208;-0,706027
4679688;-33.459.292;-70.555.862;MANUEL JOSE RIVERA 753;LA REINA;-0,334593;-0,705559
4679689;-33.437.912;-70.635.325;REÑACA 11;SANTIAGO;-0,334379;-0,706353
4679690;-3.350.717;-70.782.786;CAMINO A RINCONADA 1841;MAIPÚ;-0,335072;-0,707828
4679691;-33.419.546;-70.557.445;MARTIN ALONSO PINZON 7056;LAS CONDES;-0,334195;-0,705574
4679712;-33.384.435;-70.611.051;RINCONADA EL SALTO 980;HUECHURABA;-0,333844;-0,706111
4679713;-33.409.019;-70.507.871;CAMINO DEL SANTUARIO 12306;LAS CONDES;-0,334090;-0,705079
4679772;-33.496.199;-70.657.306;GUARDIA MARINA RIQUELME 4861;SAN MIGUEL;-0,334962;-0,706573
4679773;-33.485.939;-70.773.153;ERASMO 2016;MAIPÚ;-0,334859;-0,707732
4679774;-33.363.622;-70.487.224;PASTOR FERNANDEZ INTERIOR 15686;LO BARNECHEA;-0,333636;-0,704872
4679775;-33.353.213;-70.727.019;ANTUMALAL 560;QUILICURA;-0,333532;-0,707270
4679776;-33.403.826;-70.555.755;TIZIANO 56;LAS CONDES;-0,334038;-0,705558
4679777;-33.524.217;-70.559.436;SAN FRANCISCO DE ASIS 7854;LA FLORIDA;-0,335242;-0,705594
4679778;-33.503.323;-70.720.459;PABLO SUAREZ 7488;CERRILLOS;-0,335033;-0,707205
4683786;-3.342.084;-70.602.677;SAN PIO X 2555;PROVIDENCIA;-0,334208;-0,706027
4687087;-33.413.758;-70.541.408;RIO OLIVARES 818;LAS CONDES;-0,334138;-0,705414
4687930;-33.438.004;-70.636.221;RAMON CORVALAN MELGAREJO 8;SANTIAGO;-0,334380;-0,706362
4688058;-33.576.301;-70.688.817;LICAN RAY 224;EL BOSQUE;-0,335763;-0,706888
4688059;-33.551.726;-70.620.309;LOS NARCISOS 822;LA GRANJA;-0,335517;-0,706203
4688060;-33.465.456;-70.735.757;LAGO LLEU LLEU 7179;PUDAHUEL;-0,334655;-0,707358
4688061;-3.341.194;-70.602.021;AV PRESIDENTE RIESCO 2955;LAS CONDES;-0,334119;-0,706020
4688084;-33.416.766;-70.572.013;JORGE VI 880;LAS CONDES;-0,334168;-0,705720
4688465;-33.448.483;-70.647.234;ELEUTERIO RAMIREZ 825;SANTIAGO;-0,334485;-0,706472
4688467;-33.458.623;-7.073.198;TRAVESIA 6867;PUDAHUEL;-0,334586;-0,707320
4688468;-33.384.812;-70.728.721;PIEDRABLANCA 1453;QUILICURA;-0,333848;-0,707287
4688469;-33.459.829;-70.746.444;PUERTO SAN ANTONIO 387;PUDAHUEL;-0,334598;-0,707464
4688470;-33.612.489;-70.870.083;PABLO NERUDA 206;PEÑAFLOR;-0,336125;-0,708701
4688471;-33.524.925;-70.561.634;CARLOS LUIS GONZALEZ 3387;LA FLORIDA;-0,335249;-0,705616
4688495;-33.603.637;-70.625.548;PASAJE BELEN 14832;LA PINTANA;-0,336036;-0,706255
4688502;-33.551.834;-70.605.122;SALAR DE NAVIDAD 1426;LA FLORIDA;-0,335518;-0,706051
4688503;-3.353.068;-70.670.665;BRISAS DEL MAIPO 573;LA CISTERNA;-0,335307;-0,706707
4688504;-33.458.748;-70.598.296;JOSE PEDRO ALESSANDRI 433;ÑUÑOA;-0,334587;-0,705983
4688505;-33.453.071;-70.665.157;CLUB HIPICO 401;SANTIAGO;-0,334531;-0,706652
4688506;-3.350.751;-70.649.836;CARMEN MENA 838;SAN MIGUEL;-0,335075;-0,706498
4688507;-33.277.438;-70.708.925;EL ALGARROBAL SUR L11;COLINA;-0,332774;-0,707089
4688719;-33.565.615;-70.594.199;IGUALDAD 4331;LA FLORIDA;-0,335656;-0,705942
4688720;-33.430.497;-70.620.259;ARQUITECTO GONZALO MARDONES RESTAT 1160;PROVIDENCIA;-0,334305;-0,706203
4688752;-33.481.622;-70.755.941;LA REFORMA 90;MAIPÚ;-0,334816;-0,707559
4688753;-33.409.605;-70.630.689;LOS CIPRESES 1991;RECOLETA;-0,334096;-0,706307
4688754;-33.450.922;-70.650.798;MENCIA DE LOS NIDOS 1111;SANTIAGO;-0,334509;-0,706508
4688755;-33.480.682;-7.054.538;AV CONSISTORIAL 2320;PEÑALOLEN;-0,334807;-0,705454
4688757;-33.451.779;-70.645.927;EYZAGUIRRE 771;MACUL;-0,334518;-0,706459
4688758;-33.452.403;-70.590.681;BROWN NORTE 325;ÑUÑOA;-0,334524;-0,705907
4688934;-33.452.023;-70.607.802;MANAGUA 2222;ÑUÑOA;-0,334520;-0,706078
4688938;-33.417.179;-70.602.124;ENCOMENDEROS 106;LAS CONDES;-0,334172;-0,706021
4688939;-33.559.975;-70.781.324;ALCALDE JOSE LUIS INFANTE LARRAIN 1492;MAIPÚ;-0,335600;-0,707813
4688976;-33.516.472;-70.601.377;AV VICUÑA MACKENNA ORIENTE 6720;LA FLORIDA;-0,335165;-0,706014
4688977;-33.504.712;-70.796.756;VOLCAN NAVIDAD 3064;MAIPÚ;-0,335047;-0,707968
4689333;-33.369.798;-70.543.894;ARQUITECTO LARRAIN BRAVO 5924;VITACURA;-0,333698;-0,705439
